ACS Nano,1936-0851,1936-086X,200,"['automatyka, elektronika i elektrotechnika', 'inżynieria biomedyczna', 'inżynieria chemiczna', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'inżynieria mechaniczna', 'nauki farmaceutyczne', 'rolnictwo i ogrodnictwo', 'weterynaria', 'astronomia', 'nauki biologiczne', 'nauki chemiczne', 'nauki fizyczne']"
Acta Crystallographica A-Foundation and Advances,2053-2733,2053-2733,200,"['inżynieria biomedyczna', 'inżynieria materiałowa', 'nauki farmaceutyczne', 'nauki biologiczne', 'nauki chemiczne', 'nauki fizyczne']"
ACTA MATERIALIA,1359-6454,1873-2453,200,"['inżynieria biomedyczna', 'inżynieria chemiczna', 'inżynieria materiałowa', 'inżynieria mechaniczna', 'nauki farmaceutyczne', 'technologia żywności i żywienia', 'nauki chemiczne']"
ACTA MATHEMATICA,0001-5962,1871-2509,200,['matematyka']
ACTA NEUROPATHOLOGICA,0001-6322,1432-0533,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'nauki biologiczne']"
ACTA NUMERICA,0962-4929,1474-0508,200,"['automatyka, elektronika i elektrotechnika', 'informatyka techniczna i telekomunikacja', 'inżynieria lądowa i transport', 'informatyka', 'matematyka']"
ADMINISTRATIVE SCIENCE QUARTERLY,0001-8392,1930-3815,200,"['nauki o kulturze i religii', 'nauki o polityce i administracji', 'nauki o zarządzaniu i jakości', 'nauki socjologiczne']"
ADVANCED DRUG DELIVERY REVIEWS,0169-409X,1872-8294,200,"['inżynieria biomedyczna', 'inżynieria materiałowa', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki chemiczne']"
Advanced Energy Materials,1614-6832,1614-6840,200,"['architektura i urbanistyka', 'automatyka, elektronika i elektrotechnika', 'inżynieria biomedyczna', 'inżynieria materiałowa', 'inżynieria mechaniczna', 'nauki chemiczne']"
ADVANCED FUNCTIONAL MATERIALS,1616-301X,1616-3028,200,"['automatyka, elektronika i elektrotechnika', 'inżynieria biomedyczna', 'inżynieria chemiczna', 'inżynieria materiałowa', 'inżynieria mechaniczna', 'nauki farmaceutyczne', 'nauki leśne', 'nauki chemiczne', 'nauki fizyczne']"
ADVANCED MATERIALS,0935-9648,1521-4095,200,"['architektura i urbanistyka', 'automatyka, elektronika i elektrotechnika', 'inżynieria biomedyczna', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'inżynieria mechaniczna', 'nauki farmaceutyczne', 'nauki leśne', 'nauki chemiczne', 'nauki fizyczne']"
Advanced Science,2198-3844,2198-3844,200,"['inżynieria biomedyczna', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'inżynieria mechaniczna', 'nauki farmaceutyczne', 'nauki o zdrowiu', 'astronomia', 'nauki biologiczne', 'nauki chemiczne', 'nauki fizyczne']"
ADVANCES IN COLLOID AND INTERFACE SCIENCE,0001-8686,1873-3727,200,"['automatyka, elektronika i elektrotechnika', 'inżynieria biomedyczna', 'inżynieria chemiczna', 'inżynieria materiałowa', 'nauki farmaceutyczne', 'technologia żywności i żywienia', 'nauki chemiczne', 'nauki fizyczne']"
ADVANCES IN MATHEMATICS,0001-8708,1090-2082,200,['matematyka']
Advances in Optics and Photonics,1943-8206,,200,"['automatyka, elektronika i elektrotechnika', 'inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki chemiczne', 'nauki fizyczne']"
ADVANCES IN PHYSICS,0001-8732,1460-6976,200,"['inżynieria biomedyczna', 'inżynieria lądowa i transport', 'nauki fizyczne']"
AGRICULTURAL AND FOREST METEOROLOGY,0168-1923,1873-2240,200,"['inżynieria środowiska, górnictwo i energetyka', 'nauki leśne', 'rolnictwo i ogrodnictwo']"
AGRICULTURE ECOSYSTEMS & ENVIRONMENT,0167-8809,1873-2305,200,"['architektura i urbanistyka', 'inżynieria mechaniczna', 'inżynieria środowiska, górnictwo i energetyka', 'nauki farmaceutyczne', 'rolnictwo i ogrodnictwo', 'ekonomia i finanse', 'nauki o zarządzaniu i jakości']"
Agronomy for Sustainable Development,1774-0746,1773-0155,200,"['architektura i urbanistyka', 'inżynieria mechaniczna', 'rolnictwo i ogrodnictwo', 'nauki socjologiczne']"
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,0269-2813,1365-2036,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
Alzheimers & Dementia,1552-5260,1552-5279,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'nauki prawne', 'nauki biologiczne']"
American Economic Journal-Applied Economics,1945-7782,1945-7790,200,"['ekonomia i finanse', 'nauki o zarządzaniu i jakości']"
American Economic Journal-Economic Policy,1945-7731,1945-774X,200,"['ekonomia i finanse', 'nauki o polityce i administracji', 'nauki o zarządzaniu i jakości']"
American Economic Journal-Macroeconomics,1945-7707,1945-7715,200,"['ekonomia i finanse', 'nauki o zarządzaniu i jakości']"
American Economic Journal-Microeconomics,1945-7669,1945-7685,200,"['ekonomia i finanse', 'nauki o zarządzaniu i jakości']"
AMERICAN ECONOMIC REVIEW,0002-8282,1944-7981,200,"['ekonomia i finanse', 'geografia społeczno-ekonomiczna i gospodarka przestrzenna', 'nauki o zarządzaniu i jakości']"
AMERICAN EDUCATIONAL RESEARCH JOURNAL,0002-8312,1935-1011,200,"['nauki o kulturze i religii', 'pedagogika']"
AMERICAN HISTORICAL REVIEW,0002-8762,1937-5239,200,['historia']
AMERICAN JOURNAL OF GASTROENTEROLOGY,0002-9270,1572-0241,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
AMERICAN JOURNAL OF HUMAN GENETICS,0002-9297,1537-6605,200,"['informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne']"
AMERICAN JOURNAL OF MATHEMATICS,0002-9327,1080-6377,200,['matematyka']
AMERICAN JOURNAL OF POLITICAL SCIENCE,0092-5853,1540-5907,200,"['historia', 'nauki o bezpieczeństwie', 'nauki o polityce i administracji', 'nauki socjologiczne']"
AMERICAN JOURNAL OF PSYCHIATRY,0002-953X,1535-7228,200,"['nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1073-449X,1535-4970,200,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu']"
AMERICAN JOURNAL OF SOCIOLOGY,0002-9602,1537-5390,200,"['nauki o zarządzaniu i jakości', 'nauki socjologiczne']"
AMERICAN JOURNAL OF SPORTS MEDICINE,0363-5465,1552-3365,200,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu']"
AMERICAN JOURNAL OF SURGICAL PATHOLOGY,0147-5185,1532-0979,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
AMERICAN LITERARY HISTORY,0896-7148,1468-4365,200,"['historia', 'literaturoznawstwo']"
AMERICAN POLITICAL SCIENCE REVIEW,0003-0554,1537-5943,200,"['historia', 'nauki o bezpieczeństwie', 'nauki o polityce i administracji', 'nauki socjologiczne']"
AMERICAN SOCIOLOGICAL REVIEW,0003-1224,1939-8271,200,"['nauki o zarządzaniu i jakości', 'nauki socjologiczne']"
ANALYSIS,0003-2638,1467-8284,200,['filozofia']
Analysis & PDE,1948-206X,,200,"['informatyka techniczna i telekomunikacja', 'matematyka']"
Anatomical Sciences Education,1935-9772,1935-9780,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'weterynaria']"
ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,1433-7851,1521-3773,200,"['inżynieria chemiczna', 'nauki farmaceutyczne', 'nauki biologiczne', 'nauki chemiczne']"
Animal,1751-7311,1751-732X,200,"['technologia żywności i żywienia', 'weterynaria', 'zootechnika i rybactwo', 'nauki biologiczne']"
ANIMAL FEED SCIENCE AND TECHNOLOGY,0377-8401,1873-2216,200,"['nauki farmaceutyczne', 'technologia żywności i żywienia', 'weterynaria', 'zootechnika i rybactwo']"
ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE,0012-9593,1873-2151,200,['matematyka']
ANNALS OF FAMILY MEDICINE,1544-1709,1544-1717,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF INTERNAL MEDICINE,0003-4819,1539-3704,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF MATHEMATICS,0003-486X,1939-8980,200,"['informatyka techniczna i telekomunikacja', 'matematyka']"
ANNALS OF NEUROLOGY,0364-5134,1531-8249,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'nauki biologiczne']"
ANNALS OF ONCOLOGY,0923-7534,1569-8041,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne']"
ANNALS OF STATISTICS,0090-5364,,200,"['informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'ekonomia i finanse', 'nauki o zarządzaniu i jakości', 'nauki socjologiczne', 'matematyka']"
ANNALS OF SURGERY,0003-4932,1528-1140,200,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF THE RHEUMATIC DISEASES,0003-4967,1468-2060,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
Annual Review of Applied Linguistics,0267-1905,1471-6356,200,['językoznawstwo']
Anthropocene Review,2053-0196,2053-020X,200,"['nauki o kulturze i religii', 'inżynieria lądowa i transport', 'geografia społeczno-ekonomiczna i gospodarka przestrzenna', 'nauki socjologiczne', 'nauki biologiczne', 'nauki o Ziemi i środowisku']"
ANTIGONISH REVIEW,0003-5661,0003-5661,200,['literaturoznawstwo']
ANTIPODE,0066-4812,1467-8330,200,"['nauki o kulturze i religii', 'architektura i urbanistyka', 'inżynieria lądowa i transport', 'geografia społeczno-ekonomiczna i gospodarka przestrzenna', 'nauki o zarządzaniu i jakości', 'nauki socjologiczne']"
ANTIQUITY,0003-598X,1745-1744,200,"['archeologia', 'historia', 'nauki o kulturze i religii', 'architektura i urbanistyka']"
Anuario Lope de Vega-Texto Literatura Cultura,2014-8860,2014-8860,200,"['językoznawstwo', 'literaturoznawstwo']"
APPLIED CATALYSIS B-ENVIRONMENTAL,0926-3373,1873-3883,200,"['inżynieria chemiczna', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'inżynieria środowiska, górnictwo i energetyka', 'nauki farmaceutyczne', 'rolnictwo i ogrodnictwo', 'nauki biologiczne', 'nauki chemiczne']"
APPLIED ENERGY,0306-2619,1872-9118,200,"['nauki o kulturze i religii', 'automatyka, elektronika i elektrotechnika', 'inżynieria biomedyczna', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'inżynieria mechaniczna', 'inżynieria środowiska, górnictwo i energetyka', 'nauki leśne', 'ekonomia i finanse', 'nauki chemiczne']"
APPLIED LINGUISTICS,0142-6001,1477-450X,200,"['językoznawstwo', 'nauki o komunikacji społecznej i mediach']"
Applied Linguistics Review,1868-6311,1868-6311,200,"['językoznawstwo', 'informatyka techniczna i telekomunikacja', 'pedagogika']"
Applied Mechanics Reviews,0003-6900,0003-6900,200,"['inżynieria biomedyczna', 'inżynieria lądowa i transport', 'inżynieria mechaniczna']"
Applied Physics Reviews,1931-9401,1931-9401,200,"['automatyka, elektronika i elektrotechnika', 'inżynieria biomedyczna', 'inżynieria materiałowa', 'inżynieria mechaniczna', 'astronomia', 'nauki fizyczne']"
APPLIED SOFT COMPUTING,1568-4946,1872-9681,200,"['automatyka, elektronika i elektrotechnika', 'informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'nauki farmaceutyczne', 'informatyka']"
ARCHAEOMETRY,0003-813X,1475-4754,200,"['archeologia', 'historia', 'architektura i urbanistyka', 'inżynieria środowiska, górnictwo i energetyka', 'nauki leśne', 'nauki o Ziemi i środowisku']"
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,1134-3060,1886-1784,200,"['automatyka, elektronika i elektrotechnika', 'informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'inżynieria lądowa i transport', 'inżynieria mechaniczna', 'informatyka']"
Argumentation,0920-427X,1572-8374,200,"['filozofia', 'językoznawstwo', 'nauki o kulturze i religii', 'nauki o komunikacji społecznej i mediach']"
ART BULLETIN,0004-3079,1559-6478,200,['nauki o sztuce']
Arthritis & Rheumatology,2326-5191,2326-5205,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ARTIFICIAL INTELLIGENCE,0004-3702,1872-7921,200,"['językoznawstwo', 'nauki o kulturze i religii', 'automatyka, elektronika i elektrotechnika', 'informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'informatyka']"
Assessing Writing,1075-2935,,200,['językoznawstwo']
Assessment in Education-Principles Policy & Practice,0969-594X,1465-329X,200,['pedagogika']
ASTRONOMY AND ASTROPHYSICS REVIEW,0935-4956,1432-0754,200,"['astronomia', 'nauki fizyczne']"
Astrophysical Journal Letters,2041-8205,2041-8213,200,"['inżynieria lądowa i transport', 'astronomia', 'nauki fizyczne']"
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,0067-0049,1538-4365,200,"['astronomia', 'nauki fizyczne']"
ATOMIC DATA AND NUCLEAR DATA TABLES,0092-640X,1090-2090,200,"['inżynieria biomedyczna', 'nauki fizyczne']"
AUSTRALASIAN JOURNAL OF PHILOSOPHY,0004-8402,1471-6828,200,['filozofia']
AUTOMATICA,0005-1098,1873-2836,200,"['automatyka, elektronika i elektrotechnika', 'inżynieria biomedyczna', 'inżynieria mechaniczna']"
Autophagy,1554-8627,1554-8635,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
BEHAVIORAL AND BRAIN SCIENCES,0140-525X,1469-1825,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'psychologia', 'nauki biologiczne']"
BEITRAGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR,0005-8076,1865-9373,200,"['językoznawstwo', 'literaturoznawstwo']"
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,0304-419X,,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'weterynaria', 'nauki biologiczne', 'nauki chemiczne', 'nauki fizyczne']"
BIOINFORMATICS,1367-4803,1460-2059,200,"['informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki leśne', 'informatyka', 'matematyka', 'nauki biologiczne', 'nauki chemiczne']"
Biolinguistics,1450-3417,1450-3417,200,['językoznawstwo']
BIOLOGICAL PSYCHIATRY,0006-3223,1873-2402,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne']"
BIOLOGICAL REVIEWS,1464-7931,1469-185X,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia', 'nauki biologiczne']"
BIOLOGY OF REPRODUCTION,0006-3363,1529-7268,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'weterynaria', 'zootechnika i rybactwo', 'nauki biologiczne']"
BIOMATERIALS,0142-9612,1878-5905,200,"['inżynieria biomedyczna', 'inżynieria chemiczna', 'inżynieria materiałowa', 'inżynieria środowiska, górnictwo i energetyka', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia', 'nauki biologiczne', 'nauki chemiczne']"
BIOTECHNOLOGY ADVANCES,0734-9750,1873-1899,200,"['inżynieria biomedyczna', 'inżynieria chemiczna', 'inżynieria materiałowa', 'nauki farmaceutyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia', 'zootechnika i rybactwo', 'nauki biologiczne', 'nauki chemiczne']"
BLOOD,0006-4971,1528-0020,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne', 'nauki chemiczne']"
BMC Medicine,1741-7015,1741-7015,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'weterynaria']"
BMJ Quality & Safety,2044-5415,2044-5423,200,"['nauki o kulturze i religii', 'inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu', 'technologia żywności i żywienia', 'nauki o zarządzaniu i jakości']"
Bone Research,2095-4700,2095-6231,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
BRAIN,0006-8950,1460-2156,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'nauki biologiczne']"
BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE,0007-0882,1464-3537,200,"['filozofia', 'nauki o kulturze i religii']"
BRITISH JOURNAL OF POLITICAL SCIENCE,0007-1234,1469-2112,200,"['historia', 'nauki o bezpieczeństwie', 'nauki o polityce i administracji', 'nauki socjologiczne']"
BRITISH JOURNAL OF SPORTS MEDICINE,0306-3674,1473-0480,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'technologia żywności i żywienia']"
BRITISH JOURNAL OF SURGERY,0007-1323,1365-2168,200,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
BROOKINGS PAPERS ON ECONOMIC ACTIVITY,0007-2303,1533-4465,200,['ekonomia i finanse']
BUILDING AND ENVIRONMENT,0360-1323,1873-684X,200,"['architektura i urbanistyka', 'inżynieria lądowa i transport', 'inżynieria środowiska, górnictwo i energetyka', 'rolnictwo i ogrodnictwo', 'geografia społeczno-ekonomiczna i gospodarka przestrzenna', 'nauki chemiczne']"
BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY,0273-0979,1088-9485,200,['matematyka']
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,0003-0007,1520-0477,200,"['nauki leśne', 'nauki o Ziemi i środowisku']"
BULLETIN OF THE WORLD HEALTH ORGANIZATION,0042-9686,1564-0604,200,"['nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki o bezpieczeństwie']"
BYZANTINISCHE ZEITSCHRIFT,0007-7704,1868-9027,200,"['archeologia', 'historia', 'literaturoznawstwo', 'nauki o kulturze i religii', 'nauki o sztuce', 'nauki prawne', 'nauki teologiczne']"
CA-A CANCER JOURNAL FOR CLINICIANS,0007-9235,1542-4863,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS,0944-2669,1432-0835,200,['matematyka']
CALIFORNIA LAW REVIEW,0008-1221,1942-6542,200,['nauki prawne']
Cambridge Journal of Postcolonial Literary Inquiry,2052-2614,2052-2622,200,['literaturoznawstwo']
CANCER CELL,1535-6108,1878-3686,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne', 'nauki chemiczne']"
Cancer Discovery,2159-8274,2159-8290,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'weterynaria', 'nauki biologiczne', 'nauki chemiczne']"
Cancer Immunology Research,2326-6066,2326-6074,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne', 'nauki chemiczne']"
CANCER RESEARCH,0008-5472,1538-7445,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne', 'nauki chemiczne']"
CELL,0092-8674,1097-4172,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki leśne', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia', 'nauki biologiczne', 'nauki chemiczne']"
Cell Host & Microbe,1931-3128,1934-6069,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne', 'nauki chemiczne']"
Cell Metabolism,1550-4131,1932-7420,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia', 'nauki biologiczne']"
Cell Reports,2211-1247,2211-1247,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'nauki biologiczne', 'nauki chemiczne']"
CELL RESEARCH,1001-0602,1748-7838,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
Cell Stem Cell,1934-5909,1875-9777,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne']"
Cell Systems,2405-4712,2405-4720,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
CEMENT & CONCRETE COMPOSITES,0958-9465,1873-393X,200,"['architektura i urbanistyka', 'inżynieria chemiczna', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'nauki chemiczne']"
CEMENT AND CONCRETE RESEARCH,0008-8846,1873-3948,200,"['architektura i urbanistyka', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'nauki chemiczne']"
Chem,2451-9294,2451-9294,200,"['inżynieria biomedyczna', 'inżynieria materiałowa', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'nauki biologiczne', 'nauki chemiczne']"
CHEMICAL ENGINEERING JOURNAL,1385-8947,1873-3212,200,"['inżynieria biomedyczna', 'inżynieria chemiczna', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'inżynieria mechaniczna', 'inżynieria środowiska, górnictwo i energetyka', 'nauki farmaceutyczne', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia', 'nauki chemiczne']"
CHEMICAL REVIEWS,0009-2665,1520-6890,200,"['inżynieria biomedyczna', 'inżynieria materiałowa', 'nauki farmaceutyczne', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia', 'weterynaria', 'nauki chemiczne']"
Chemical Science,2041-6520,2041-6539,200,"['inżynieria biomedyczna', 'inżynieria materiałowa', 'nauki farmaceutyczne', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia', 'nauki chemiczne']"
CHEMICAL SOCIETY REVIEWS,0306-0012,1460-4744,200,"['inżynieria biomedyczna', 'inżynieria materiałowa', 'nauki farmaceutyczne', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia', 'nauki chemiczne']"
CHEMISTRY OF MATERIALS,0897-4756,1520-5002,200,"['inżynieria biomedyczna', 'inżynieria chemiczna', 'inżynieria materiałowa', 'inżynieria mechaniczna', 'nauki farmaceutyczne', 'nauki leśne', 'rolnictwo i ogrodnictwo', 'nauki chemiczne']"
CHILD DEVELOPMENT,0009-3920,1467-8624,200,"['architektura i urbanistyka', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'pedagogika', 'psychologia']"
CIRCULATION,0009-7322,1524-4539,200,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu', 'nauki leśne']"
CIRCULATION RESEARCH,0009-7330,1524-4571,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
CIRP ANNALS-MANUFACTURING TECHNOLOGY,0007-8506,1726-0604,200,"['inżynieria biomedyczna', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'inżynieria mechaniczna']"
CLASSICAL ANTIQUITY,0278-6656,,200,"['archeologia', 'filozofia', 'historia', 'literaturoznawstwo', 'nauki o kulturze i religii']"
CLINICAL CANCER RESEARCH,1078-0432,1557-3265,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
CLINICAL INFECTIOUS DISEASES,1058-4838,1537-6591,200,"['nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'weterynaria']"
