Annals of Combinatorics,0218-0006,0219-3094,70,"['informatyka techniczna i telekomunikacja', 'informatyka', 'matematyka']"
Annals of Dental Specialty,2347-2022,2321-8436,20,['nauki medyczne']
Annals of Dermatology,1013-9087,,70,"['nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Diagnostic Pathology,1092-9134,1532-8198,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF DYSLEXIA,0736-9387,1934-7243,100,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu', 'pedagogika', 'psychologia', 'nauki biologiczne']"
Annals of Economics and Finance,1529-7373,1529-7373,40,"['ekonomia i finanse', 'nauki o zarządzaniu i jakości']"
ANNALS OF EMERGENCY MEDICINE,0196-0644,,140,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF EPIDEMIOLOGY,1047-2797,1873-2585,100,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'weterynaria']"
ANNALS OF FAMILY MEDICINE,1544-1709,1544-1717,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Finance,1614-2446,1614-2454,70,"['ekonomia i finanse', 'nauki o zarządzaniu i jakości']"
Annals of Financial Economics,2010-4952,2010-4960,20,"['ekonomia i finanse', 'nauki o zarządzaniu i jakości']"
Annals of Forest Research,1844-8135,,100,"['architektura i urbanistyka', 'inżynieria środowiska, górnictwo i energetyka', 'nauki leśne', 'rolnictwo i ogrodnictwo', 'nauki o bezpieczeństwie', 'nauki biologiczne']"
ANNALS OF FOREST SCIENCE,1286-4560,1297-966X,140,"['architektura i urbanistyka', 'nauki leśne', 'rolnictwo i ogrodnictwo', 'nauki o bezpieczeństwie', 'nauki biologiczne']"
Annals of Functional Analysis,2008-8752,2008-8752,70,"['automatyka, elektronika i elektrotechnika', 'matematyka']"
Annals of Gastroenterology,1108-7471,1792-7463,70,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of General Psychiatry,1744-859X,,70,"['nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF GEOPHYSICS,1593-5213,2037-416X,70,"['inżynieria lądowa i transport', 'inżynieria środowiska, górnictwo i energetyka', 'nauki fizyczne', 'nauki o Ziemi i środowisku']"
Annals of Geriatric Medicine and Research,2508-4909,2508-4909,20,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF GLACIOLOGY,0260-3055,1727-5644,100,"['inżynieria lądowa i transport', 'nauki o Ziemi i środowisku']"
ANNALS OF GLOBAL ANALYSIS AND GEOMETRY,0232-704X,1572-9060,100,['matematyka']
Annals of Global Health,2214-9996,2214-9996,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki o bezpieczeństwie']"
ANNALS OF HEMATOLOGY,0939-5555,1432-0584,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne']"
Annals of Hepatology,1665-2681,,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF HUMAN BIOLOGY,0301-4460,1464-5033,40,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'nauki o bezpieczeństwie', 'nauki biologiczne']"
ANNALS OF HUMAN GENETICS,0003-4800,1469-1809,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne', 'nauki chemiczne']"
Annals of Indian Academy of Neurology,0972-2327,1998-3549,40,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Intensive Care,2110-5820,2110-5820,140,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF INTERNAL MEDICINE,0003-4819,1539-3704,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of King Edward Medical University Lahore Pakistan,2079-7192,2079-0694,20,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of K-Theory,2379-1683,2379-1691,70,['matematyka']
Annals of Laboratory Medicine,2234-3806,2234-3814,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Leisure Research,1174-5398,2159-6816,70,"['nauki o kulturze i religii', 'nauki o kulturze fizycznej', 'geografia społeczno-ekonomiczna i gospodarka przestrzenna', 'nauki o zarządzaniu i jakości', 'nauki socjologiczne']"
Annals of Library and Information Studies,0972-5423,0975-2404,70,"['informatyka techniczna i telekomunikacja', 'nauki o komunikacji społecznej i mediach']"
Annals of Mathematical Sciences and Applications,2380-288X,2380-2898,20,"['informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'matematyka']"
ANNALS OF MATHEMATICS,0003-486X,1939-8980,200,"['informatyka techniczna i telekomunikacja', 'matematyka']"
ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE,1012-2443,1573-7470,40,"['automatyka, elektronika i elektrotechnika', 'informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'informatyka', 'matematyka']"
Annals of Medical and Health Sciences Research,2141-9248,2277-9205,20,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF MEDICINE,0785-3890,1365-2060,100,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki chemiczne']"
Annals of Medicine and Surgery,2049-0801,2049-0801,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF MICROBIOLOGY,1590-4261,1869-2044,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki leśne', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia', 'zootechnika i rybactwo', 'nauki biologiczne', 'nauki chemiczne']"
ANNALS OF NEUROLOGY,0364-5134,1531-8249,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'nauki biologiczne']"
Annals of Neurosciences,0972-7531,0976-3260,40,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'nauki biologiczne']"
ANNALS OF NONINVASIVE ELECTROCARDIOLOGY,1082-720X,1542-474X,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF NUCLEAR ENERGY,0306-4549,,100,"['inżynieria środowiska, górnictwo i energetyka', 'nauki fizyczne']"
ANNALS OF NUCLEAR MEDICINE,0914-7187,1864-6433,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF NUTRITION AND METABOLISM,0250-6807,1421-9697,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu', 'technologia żywności i żywienia', 'weterynaria', 'zootechnika i rybactwo', 'nauki biologiczne']"
Annals of Occupational and Environmental Medicine,2052-4374,2052-4374,40,"['nauki o kulturze i religii', 'inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki leśne', 'nauki o bezpieczeństwie']"
ANNALS OF ONCOLOGY,0923-7534,1569-8041,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne']"
ANNALS OF OPERATIONS RESEARCH,0254-5330,1572-9338,70,"['informatyka techniczna i telekomunikacja', 'ekonomia i finanse', 'nauki o zarządzaniu i jakości', 'informatyka']"
ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY,0003-4894,1943-572X,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Palliative Medicine,2224-5820,2224-5839,40,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Pediatric Cardiology,0974-2069,0974-5149,70,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Pediatric Surgery,2090-5394,2090-5394,20,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu', 'weterynaria']"
ANNALS OF PHARMACOTHERAPY,1060-0280,1542-6270,100,"['nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Physical and Rehabilitation Medicine,1877-0657,1877-0665,100,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu']"
ANNALS OF PHYSICS,0003-4916,1096-035X,100,"['inżynieria biomedyczna', 'astronomia', 'nauki fizyczne']"
Annals of Phytomedicine-An International Journal,2278-9839,2393-9885,20,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne']"
ANNALS OF PLASTIC SURGERY,0148-7043,1536-3708,70,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF PROBABILITY,0091-1798,,140,"['informatyka techniczna i telekomunikacja', 'nauki o zarządzaniu i jakości', 'matematyka']"
Annals of Public and Cooperative Economics,1370-4788,1467-8292,70,"['ekonomia i finanse', 'geografia społeczno-ekonomiczna i gospodarka przestrzenna', 'nauki o zarządzaniu i jakości', 'nauki socjologiczne']"
ANNALS OF PURE AND APPLIED LOGIC,0168-0072,1873-2461,140,"['filozofia', 'informatyka techniczna i telekomunikacja', 'informatyka', 'matematyka']"
ANNALS OF REGIONAL SCIENCE,0570-1864,1432-0592,70,"['architektura i urbanistyka', 'inżynieria środowiska, górnictwo i energetyka', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'geografia społeczno-ekonomiczna i gospodarka przestrzenna', 'nauki o bezpieczeństwie', 'nauki o zarządzaniu i jakości', 'nauki socjologiczne']"
Annals of Rehabilitation Medicine-ARM,2234-0645,2234-0653,70,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o kulturze fizycznej', 'nauki o zdrowiu']"
ANNALS OF SAUDI MEDICINE,0256-4947,1319-9226,40,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF SCIENCE,0003-3790,1464-505X,70,"['filozofia', 'historia']"
ANNALS OF STATISTICS,0090-5364,,200,"['informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'ekonomia i finanse', 'nauki o zarządzaniu i jakości', 'nauki socjologiczne', 'matematyka']"
ANNALS OF SURGERY,0003-4932,1528-1140,200,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF SURGICAL ONCOLOGY,1068-9265,1534-4681,100,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Surgical Treatment and Research,2288-6575,2288-6796,70,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Telecommunications,0003-4347,1958-9395,40,"['automatyka, elektronika i elektrotechnika', 'informatyka techniczna i telekomunikacja', 'informatyka']"
ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE,0002-7162,1552-3349,140,"['historia', 'nauki o kulturze i religii', 'nauki o zdrowiu', 'nauki o bezpieczeństwie', 'nauki o polityce i administracji', 'nauki o zarządzaniu i jakości', 'nauki socjologiczne']"
Annals of the American Association of Geographers,2469-4452,2469-4460,140,"['inżynieria lądowa i transport', 'geografia społeczno-ekonomiczna i gospodarka przestrzenna', 'nauki o Ziemi i środowisku']"
Annals of the American Thoracic Society,1546-3222,2325-6621,100,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,0013-8746,1938-2901,70,"['nauki leśne', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS,0020-3157,1572-9052,100,"['informatyka techniczna i telekomunikacja', 'matematyka']"
ANNALS OF THE MISSOURI BOTANICAL GARDEN,0026-6493,2162-4372,100,"['nauki farmaceutyczne', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
Annals of the New York Academy of Sciences,0077-8923,1749-6632,140,"['historia', 'nauki o kulturze i religii', 'automatyka, elektronika i elektrotechnika', 'informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'zootechnika i rybactwo', 'nauki o polityce i administracji', 'nauki prawne', 'astronomia', 'nauki biologiczne', 'nauki chemiczne', 'nauki o Ziemi i środowisku']"
ANNALS OF THE RHEUMATIC DISEASES,0003-4967,1468-2060,200,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF THE ROYAL COLLEGE OF SURGEONS OF ENGLAND,0035-8843,1478-7083,40,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
"Annals of the University Dunarea de Jos of Galati, Fascicle VI-Food Technology",1843-5157,2068-259X,20,"['inżynieria materiałowa', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia']"
Annals of the University of Craiova-Mathematics and Computer Science Series,1223-6934,2246-9958,20,"['informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'informatyka', 'matematyka']"
Annals of Thoracic and Cardiovascular Surgery,1341-1098,2186-1005,40,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Thoracic Medicine,1817-1737,1998-3557,70,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF THORACIC SURGERY,0003-4975,1552-6259,100,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF TOURISM RESEARCH,0160-7383,,140,"['nauki o kulturze i religii', 'architektura i urbanistyka', 'nauki o kulturze fizycznej', 'geografia społeczno-ekonomiczna i gospodarka przestrzenna', 'nauki o zarządzaniu i jakości', 'nauki socjologiczne']"
Annals of Translational Medicine,2305-5839,2305-5847,40,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Transplantation,1425-9524,,40,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki prawne']"
Annals of Tropical Medicine and Public Health,1755-6783,0974-6005,20,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki o bezpieczeństwie']"
Annals of Vascular Diseases,1881-641X,1881-6428,20,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
ANNALS OF VASCULAR SURGERY,0890-5096,1615-5947,70,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu', 'weterynaria']"
Annals of Work Exposures and Health,2398-7308,2398-7316,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki leśne']"
CHINESE ANNALS OF MATHEMATICS SERIES B,0252-9599,1860-6261,40,['matematyka']
CIRP ANNALS-MANUFACTURING TECHNOLOGY,0007-8506,1726-0604,200,"['inżynieria biomedyczna', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'inżynieria mechaniczna']"
Economic Annals-XXI,1728-6220,1728-6239,40,"['ekonomia i finanse', 'nauki o zarządzaniu i jakości']"
European Annals of Allergy and Clinical Immunology,1764-1489,1764-1489,40,"['nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
European Annals of Otorhinolaryngology-Head and Neck Diseases,1879-7296,1879-730X,70,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
FOREIGN LANGUAGE ANNALS,0015-718X,1944-9720,100,['językoznawstwo']
IEEE ANNALS OF THE HISTORY OF COMPUTING,1058-6180,1934-1547,40,"['historia', 'informatyka techniczna i telekomunikacja', 'informatyka']"
Ovidius University Annals of Chemistry,1583-2430,2286-038X,20,['nauki farmaceutyczne']
PEDIATRIC ANNALS,0090-4481,1938-2359,40,"['nauki medyczne', 'nauki o zdrowiu']"
PSYCHIATRIC ANNALS,0048-5713,1938-2456,20,"['nauki medyczne', 'nauki o zdrowiu']"
Scientific Annals of Computer Science,1843-8121,1843-8121,20,"['informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'informatyka']"
Urology Annals,0974-7796,0974-7834,70,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
"Annals of ""Dunarea de Jos"" University of Galati, Fascicle XII, Welding Equipment and Technology",1221-4639,,20,"['inżynieria lądowa i transport', 'inżynieria mechaniczna']"
Annals of African Surgery,1999-9674,2523-0816,20,"['inżynieria biomedyczna', 'nauki medyczne']"
Annals of Agri Bio Research,0971-9660,,20,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'rolnictwo i ogrodnictwo', 'technologia żywności i żywienia', 'weterynaria', 'zootechnika i rybactwo']"
Annals of Arid Zone,0570-1791,,20,"['inżynieria środowiska, górnictwo i energetyka', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
Annals of Biology,0970-0153,,40,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
Annals of Burns and Fire Disasters,1121-1539,1592-9566,40,"['inżynieria biomedyczna', 'nauki medyczne']"
Annals of Cancer Research and Therapy,1344-6835,,20,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'weterynaria', 'nauki biologiczne']"
Annals of GIS,1947-5683,1947-5691,40,"['informatyka techniczna i telekomunikacja', 'inżynieria biomedyczna', 'inżynieria lądowa i transport', 'inżynieria środowiska, górnictwo i energetyka', 'geografia społeczno-ekonomiczna i gospodarka przestrzenna', 'informatyka', 'nauki o Ziemi i środowisku']"
Annals of Long-Term Care,1524-7929,1943-5010,20,"['nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Mathematics Studies,0066-2313,,140,['matematyka']
Annals of parasitology,2299-0631,,40,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'weterynaria', 'zootechnika i rybactwo']"
Annals of Pediatric Endocrinology and Metabolism,2287-1012,2287-1292,20,"['nauki medyczne', 'nauki o zdrowiu', 'nauki biologiczne']"
Annals of Silvicultural Research,,2284-354X,40,"['nauki leśne', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
Annals of Solid and Structural Mechanics,1867-6936,,20,"['inżynieria biomedyczna', 'inżynieria lądowa i transport', 'inżynieria materiałowa', 'inżynieria mechaniczna']"
Annals of Surgical Innovation and Research,1750-1164,,70,"['inżynieria biomedyczna', 'nauki medyczne']"
Annals of the Academy of Romanian Scientists: Series on Mathematics and its Applications,2066-5997,2066-6594,20,['matematyka']
Annals of the Fondazione Luigi Einaudi,2532-4969,,20,"['historia', 'nauki o zdrowiu', 'nauki o bezpieczeństwie', 'nauki o polityce i administracji']"
Annals of the ICRP (International Commission on Radiological Protection),0146-6453,,70,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'nauki o bezpieczeństwie']"
Annals of the Naprstek Museum,0231-844X,2533-5685,70,"['archeologia', 'historia', 'nauki o kulturze i religii']"
Annals of the Romanian Society for Cell Biology,1583-6258,,20,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
"Annals of the University of Craiova, Physics",1223-6039,,20,"['astronomia', 'nauki fizyczne']"
Asian Cardiovascular and Thoracic Annals,0218-4923,,40,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne']"
Dubrovnik Annals,1331-3878,1848-8153,20,['literaturoznawstwo']
Economic Annals,0013-3264,,20,['ekonomia i finanse']
"Kinoshi Kenkyu Kaishi/Annals of the High Performance Paper Society, Japan",0288-5867,,20,"['inżynieria biomedyczna', 'inżynieria materiałowa', 'rolnictwo i ogrodnictwo']"
Polish Annals of Medicine,1230-8013,,40,"['inżynieria biomedyczna', 'nauki farmaceutyczne', 'nauki medyczne', 'nauki o zdrowiu']"
Scientific Annals of Economics and Business,2501-1960,2501-3165,20,"['ekonomia i finanse', 'nauki o zarządzaniu i jakości']"
Annals of Corporate Governance,2381-6732,2381-6732,20,['nauki o zarządzaniu i jakości']
Annals of Gastroenterological Surgery,2475-0328,2475-0328,20,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Joint,2415-6809,2415-6809,20,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
Annals of Laparoscopic and Endoscopic Surgery,2518-6973,2518-6973,20,"['inżynieria biomedyczna', 'nauki medyczne', 'nauki o zdrowiu']"
Biblical Annals,2083-2222,2451-2168,20,['nauki teologiczne']
Annals of Warsaw University of Life Sciences - SGGW Horticulture and Landscape Architecture,1898-8784,,20,"['architektura i urbanistyka', 'rolnictwo i ogrodnictwo', 'nauki biologiczne']"
"Annals of WULS, Forestry and Wood Technology",1898-5912,,20,"['inżynieria materiałowa', 'nauki leśne', 'ekonomia i finanse', 'nauki o zarządzaniu i jakości']"
